workerId,zone,week,rainfallMm,temperatureC,aqi,activityScore,riskTier
60,Bhubaneswar-Zone2,30,323.3,39.3,86.4,0.894,high
60,Bhubaneswar-Zone2,31,349.4,41.3,75.7,1.0,high
60,Bhubaneswar-Zone2,32,343.1,39.3,87.0,0.958,high
60,Bhubaneswar-Zone2,33,339.2,37.7,72.0,0.981,high
60,Bhubaneswar-Zone2,34,333.2,38.6,85.4,0.881,medium
60,Bhubaneswar-Zone2,35,359.8,35.4,79.1,0.746,high
60,Bhubaneswar-Zone2,36,362.9,35.0,81.6,0.928,high
60,Bhubaneswar-Zone2,37,299.2,34.3,85.6,0.909,high
60,Bhubaneswar-Zone2,38,297.3,31.5,112.0,0.963,high
60,Bhubaneswar-Zone2,39,298.5,33.3,172.7,0.894,high
60,Bhubaneswar-Zone2,40,306.6,31.3,161.4,0.974,high
60,Bhubaneswar-Zone2,41,250.9,30.8,175.1,0.922,high
60,Bhubaneswar-Zone2,42,222.5,32.6,174.1,0.835,high
60,Bhubaneswar-Zone2,43,240.7,28.6,180.7,0.967,high
60,Bhubaneswar-Zone2,44,170.7,25.8,181.1,0.892,high
60,Bhubaneswar-Zone2,45,115.2,27.1,179.3,0.972,high
60,Bhubaneswar-Zone2,46,103.4,24.2,181.1,0.813,high
60,Bhubaneswar-Zone2,47,123.4,26.9,181.4,0.915,high
60,Bhubaneswar-Zone2,48,92.9,23.7,190.6,0.93,low
60,Bhubaneswar-Zone2,49,71.1,23.2,195.3,1.0,high
60,Bhubaneswar-Zone2,50,89.6,23.4,189.3,0.872,high
60,Bhubaneswar-Zone2,51,31.0,23.1,195.4,0.704,medium
60,Bhubaneswar-Zone2,52,3.2,17.6,200.0,0.825,medium
61,Rourkela-Zone1,0,12.7,20.9,190.6,0.793,medium
61,Rourkela-Zone1,1,24.9,24.0,193.9,0.888,medium
61,Rourkela-Zone1,2,6.9,24.0,196.0,0.699,medium
61,Rourkela-Zone1,3,44.1,25.1,186.7,0.931,medium
61,Rourkela-Zone1,4,25.7,23.1,141.1,0.86,medium
61,Rourkela-Zone1,5,45.3,27.0,116.6,0.989,medium
61,Rourkela-Zone1,6,0.0,24.7,122.1,0.844,low
61,Rourkela-Zone1,7,13.6,28.2,101.6,0.813,low
61,Rourkela-Zone1,8,7.1,26.4,113.0,0.809,low
61,Rourkela-Zone1,9,42.5,29.2,118.1,0.803,medium
61,Rourkela-Zone1,10,4.4,32.2,114.0,0.969,low
61,Rourkela-Zone1,11,21.1,29.6,108.3,0.926,medium
61,Rourkela-Zone1,12,12.7,32.3,114.6,0.896,high
61,Rourkela-Zone1,13,30.3,35.3,104.7,1.0,medium
61,Rourkela-Zone1,14,11.6,36.0,119.1,0.776,low
61,Rourkela-Zone1,15,0.0,34.6,119.1,1.0,low
61,Rourkela-Zone1,16,8.5,36.6,116.0,0.791,low
61,Rourkela-Zone1,17,2.9,37.9,125.0,0.824,low
61,Rourkela-Zone1,18,19.5,39.1,114.0,0.883,medium
61,Rourkela-Zone1,19,16.4,41.1,111.6,0.847,medium
61,Rourkela-Zone1,20,59.8,40.2,117.1,1.0,high
61,Rourkela-Zone1,21,36.3,41.2,110.7,1.0,medium
61,Rourkela-Zone1,22,21.3,42.3,109.7,0.897,medium
61,Rourkela-Zone1,23,88.1,42.9,109.4,0.695,high
61,Rourkela-Zone1,24,118.1,43.9,107.7,1.0,high
61,Rourkela-Zone1,25,149.8,44.2,108.3,1.0,high
61,Rourkela-Zone1,26,149.3,42.9,99.3,0.842,high
61,Rourkela-Zone1,27,175.4,44.7,100.0,0.671,high
61,Rourkela-Zone1,28,191.7,40.9,96.9,0.667,high
61,Rourkela-Zone1,29,211.7,41.6,103.4,0.721,high
61,Rourkela-Zone1,30,223.5,41.2,94.6,0.832,high
61,Rourkela-Zone1,31,270.0,41.9,88.4,0.997,high
61,Rourkela-Zone1,32,262.3,41.3,93.0,0.941,high
61,Rourkela-Zone1,33,289.2,40.8,84.9,0.959,high
61,Rourkela-Zone1,34,271.3,38.8,90.9,0.898,high
61,Rourkela-Zone1,35,261.5,36.1,95.7,0.865,high
61,Rourkela-Zone1,36,265.7,34.2,99.6,0.862,high
61,Rourkela-Zone1,37,245.6,34.5,96.6,0.734,high
61,Rourkela-Zone1,38,252.5,34.9,100.7,0.74,high
61,Rourkela-Zone1,39,202.9,31.1,174.0,0.97,high
61,Rourkela-Zone1,40,262.6,29.5,162.4,0.998,high
61,Rourkela-Zone1,41,179.5,28.6,172.4,0.794,high
61,Rourkela-Zone1,42,143.8,27.3,183.1,0.792,high
61,Rourkela-Zone1,43,129.1,29.7,188.0,0.822,high
61,Rourkela-Zone1,44,104.7,25.8,177.6,0.96,high
61,Rourkela-Zone1,45,34.6,25.1,195.7,0.688,medium
61,Rourkela-Zone1,46,27.1,26.8,203.0,0.824,medium
61,Rourkela-Zone1,47,19.4,24.2,203.7,0.835,medium
61,Rourkela-Zone1,48,4.4,22.9,196.4,0.712,medium
61,Rourkela-Zone1,49,16.7,23.5,195.4,0.579,medium
61,Rourkela-Zone1,50,18.1,22.1,190.4,0.866,medium
61,Rourkela-Zone1,51,19.9,26.5,201.4,0.814,medium
61,Rourkela-Zone1,52,0.0,16.7,201.0,0.899,medium
62,Puri-Zone1,0,125.9,22.3,186.0,0.834,high
62,Puri-Zone1,1,116.2,22.7,185.0,0.879,high
62,Puri-Zone1,2,77.3,23.1,189.1,0.785,high
62,Puri-Zone1,3,144.2,24.7,182.0,0.641,high
62,Puri-Zone1,4,104.0,23.6,137.7,0.554,high
62,Puri-Zone1,5,75.6,24.8,105.9,0.629,high
62,Puri-Zone1,6,77.2,25.1,109.7,1.0,high
62,Puri-Zone1,7,81.9,25.9,100.3,0.733,high
62,Puri-Zone1,8,105.0,27.3,110.9,0.631,high
62,Puri-Zone1,9,117.3,26.6,105.0,0.78,high
62,Puri-Zone1,10,105.1,29.5,106.1,0.559,high
62,Puri-Zone1,11,92.2,31.1,109.7,0.824,high
62,Puri-Zone1,12,104.3,33.4,109.0,0.594,high
62,Puri-Zone1,13,69.9,32.5,108.0,0.713,high
62,Puri-Zone1,14,132.9,34.1,110.4,0.648,high
62,Puri-Zone1,15,100.4,36.5,110.0,0.627,high
62,Puri-Zone1,16,72.5,36.9,111.0,0.865,high
62,Puri-Zone1,17,94.5,37.0,95.1,0.637,high
62,Puri-Zone1,18,118.3,37.5,115.7,0.769,high
62,Puri-Zone1,19,114.9,40.1,103.0,0.78,high
62,Puri-Zone1,20,113.4,42.0,109.1,0.619,high
62,Puri-Zone1,21,66.8,41.2,111.9,0.622,high
62,Puri-Zone1,22,168.6,42.4,94.4,0.608,high
62,Puri-Zone1,23,169.2,41.7,96.7,0.656,high
62,Puri-Zone1,24,223.9,41.5,88.4,0.764,high
62,Puri-Zone1,25,238.0,42.9,88.3,0.716,high
62,Puri-Zone1,26,282.3,43.3,92.1,0.821,high
62,Puri-Zone1,27,270.7,41.6,90.7,0.786,low
62,Puri-Zone1,28,286.8,41.9,83.1,0.712,high
62,Puri-Zone1,29,340.7,40.4,88.9,0.72,high
62,Puri-Zone1,30,335.2,42.2,81.0,0.712,high
62,Puri-Zone1,31,385.5,40.3,84.7,0.806,high
62,Puri-Zone1,32,385.3,40.4,81.3,0.83,high
62,Puri-Zone1,33,344.1,40.2,81.4,0.869,high
62,Puri-Zone1,34,373.5,39.4,77.7,0.955,high
62,Puri-Zone1,35,389.2,37.7,64.0,0.599,high
62,Puri-Zone1,36,358.5,35.0,76.6,0.701,high
62,Puri-Zone1,37,354.0,35.9,92.4,0.71,high
62,Puri-Zone1,38,315.8,36.3,103.7,0.627,medium
62,Puri-Zone1,39,351.5,35.2,150.6,0.585,high
62,Puri-Zone1,40,291.4,33.1,171.6,0.793,high
62,Puri-Zone1,41,285.5,31.7,169.0,0.617,high
62,Puri-Zone1,42,247.4,27.8,169.7,0.626,high
62,Puri-Zone1,43,246.9,27.8,159.6,0.579,high
62,Puri-Zone1,44,197.4,26.4,181.7,0.617,high
62,Puri-Zone1,45,159.8,23.8,182.3,0.721,high
62,Puri-Zone1,46,101.3,24.8,181.4,0.839,high
62,Puri-Zone1,47,113.6,24.7,191.0,0.795,high
62,Puri-Zone1,48,105.8,24.6,174.6,0.589,high
62,Puri-Zone1,49,69.5,24.6,191.0,0.903,high
62,Puri-Zone1,50,75.1,24.2,196.6,0.632,high
62,Puri-Zone1,51,109.4,21.1,192.7,0.775,high
62,Puri-Zone1,52,13.9,21.5,190.0,0.812,medium
63,Bhubaneswar-Zone2,0,108.4,21.1,189.9,1.0,high
63,Bhubaneswar-Zone2,1,66.7,23.3,193.3,0.816,high
63,Bhubaneswar-Zone2,2,91.1,21.0,196.0,0.894,high
63,Bhubaneswar-Zone2,3,88.0,23.2,190.6,0.905,high
63,Bhubaneswar-Zone2,4,72.7,23.2,136.9,0.753,high
63,Bhubaneswar-Zone2,5,70.9,23.7,114.6,0.991,high
63,Bhubaneswar-Zone2,6,57.1,25.3,117.9,1.0,high
63,Bhubaneswar-Zone2,7,97.0,27.2,108.0,0.909,high
63,Bhubaneswar-Zone2,8,46.4,29.7,118.6,1.0,medium
63,Bhubaneswar-Zone2,9,41.6,29.3,109.4,0.795,medium
63,Bhubaneswar-Zone2,10,89.7,31.0,125.9,0.978,high
63,Bhubaneswar-Zone2,11,48.2,31.0,113.4,0.956,medium
63,Bhubaneswar-Zone2,12,51.8,32.7,113.7,1.0,high
63,Bhubaneswar-Zone2,13,128.9,34.8,95.1,0.865,high
63,Bhubaneswar-Zone2,14,48.1,34.4,114.6,1.0,medium
63,Bhubaneswar-Zone2,15,83.4,36.8,106.0,0.929,medium
63,Bhubaneswar-Zone2,16,85.1,37.7,110.0,0.952,high
63,Bhubaneswar-Zone2,17,79.0,37.4,102.9,1.0,high
63,Bhubaneswar-Zone2,18,104.4,39.9,105.0,1.0,high
63,Bhubaneswar-Zone2,19,111.3,41.9,103.0,1.0,high
63,Bhubaneswar-Zone2,20,72.2,41.6,115.3,0.839,high
63,Bhubaneswar-Zone2,21,49.8,41.0,114.1,1.0,medium
63,Bhubaneswar-Zone2,22,74.5,40.8,103.9,0.773,high
63,Bhubaneswar-Zone2,23,135.2,42.9,108.3,0.917,high
63,Bhubaneswar-Zone2,24,142.8,45.0,110.1,0.774,high
63,Bhubaneswar-Zone2,25,213.2,44.1,96.4,0.867,high
63,Bhubaneswar-Zone2,26,244.8,41.9,89.4,1.0,high
63,Bhubaneswar-Zone2,27,229.8,42.9,94.4,0.952,high
63,Bhubaneswar-Zone2,28,257.8,43.2,89.7,0.836,high
63,Bhubaneswar-Zone2,29,279.6,42.9,86.7,0.916,high
63,Bhubaneswar-Zone2,30,323.3,39.3,86.4,0.888,high
63,Bhubaneswar-Zone2,31,349.4,41.3,75.7,0.99,high
63,Bhubaneswar-Zone2,32,343.1,39.3,87.0,0.852,high
63,Bhubaneswar-Zone2,33,339.2,37.7,72.0,0.867,high
63,Bhubaneswar-Zone2,34,333.2,38.6,85.4,0.939,high
63,Bhubaneswar-Zone2,35,359.8,35.4,79.1,1.0,high
63,Bhubaneswar-Zone2,36,362.9,35.0,81.6,1.0,high
63,Bhubaneswar-Zone2,37,299.2,34.3,85.6,0.766,high
63,Bhubaneswar-Zone2,38,297.3,31.5,112.0,1.0,high
63,Bhubaneswar-Zone2,39,298.5,33.3,172.7,1.0,high
63,Bhubaneswar-Zone2,40,306.6,31.3,161.4,0.896,high
63,Bhubaneswar-Zone2,41,250.9,30.8,175.1,0.899,high
63,Bhubaneswar-Zone2,42,222.5,32.6,174.1,0.992,high
63,Bhubaneswar-Zone2,43,240.7,28.6,180.7,0.839,high
63,Bhubaneswar-Zone2,44,170.7,25.8,181.1,0.839,high
63,Bhubaneswar-Zone2,45,115.2,27.1,179.3,0.883,high
63,Bhubaneswar-Zone2,46,103.4,24.2,181.1,0.81,low
63,Bhubaneswar-Zone2,47,123.4,26.9,181.4,0.837,high
63,Bhubaneswar-Zone2,48,92.9,23.7,190.6,0.963,high
63,Bhubaneswar-Zone2,49,71.1,23.2,195.3,0.911,high
63,Bhubaneswar-Zone2,50,89.6,23.4,189.3,1.0,high
63,Bhubaneswar-Zone2,51,31.0,23.1,195.4,0.966,medium
63,Bhubaneswar-Zone2,52,3.2,17.6,200.0,0.892,medium
64,Bhubaneswar-Zone2,0,108.4,21.1,189.9,0.783,high
64,Bhubaneswar-Zone2,1,66.7,23.3,193.3,1.0,high
64,Bhubaneswar-Zone2,2,91.1,21.0,196.0,0.935,high
64,Bhubaneswar-Zone2,3,88.0,23.2,190.6,0.748,high
64,Bhubaneswar-Zone2,4,72.7,23.2,136.9,0.797,high
64,Bhubaneswar-Zone2,5,70.9,23.7,114.6,0.938,high
64,Bhubaneswar-Zone2,6,57.1,25.3,117.9,0.796,high
64,Bhubaneswar-Zone2,7,97.0,27.2,108.0,0.755,high
64,Bhubaneswar-Zone2,8,46.4,29.7,118.6,0.774,medium
64,Bhubaneswar-Zone2,9,41.6,29.3,109.4,0.829,medium
64,Bhubaneswar-Zone2,10,89.7,31.0,125.9,0.753,high
64,Bhubaneswar-Zone2,11,48.2,31.0,113.4,0.894,medium
64,Bhubaneswar-Zone2,12,51.8,32.7,113.7,0.86,high
64,Bhubaneswar-Zone2,13,128.9,34.8,95.1,0.564,high
64,Bhubaneswar-Zone2,14,48.1,34.4,114.6,0.763,medium
64,Bhubaneswar-Zone2,15,83.4,36.8,106.0,0.9,high
64,Bhubaneswar-Zone2,16,85.1,37.7,110.0,0.71,medium
64,Bhubaneswar-Zone2,17,79.0,37.4,102.9,0.886,high
64,Bhubaneswar-Zone2,18,104.4,39.9,105.0,1.0,high
64,Bhubaneswar-Zone2,19,111.3,41.9,103.0,0.859,high
64,Bhubaneswar-Zone2,20,72.2,41.6,115.3,0.78,high
64,Bhubaneswar-Zone2,21,49.8,41.0,114.1,0.622,medium
64,Bhubaneswar-Zone2,22,74.5,40.8,103.9,0.767,high
64,Bhubaneswar-Zone2,23,135.2,42.9,108.3,0.797,high
64,Bhubaneswar-Zone2,24,142.8,45.0,110.1,0.868,high
64,Bhubaneswar-Zone2,25,213.2,44.1,96.4,0.8,high
64,Bhubaneswar-Zone2,26,244.8,41.9,89.4,1.0,high
64,Bhubaneswar-Zone2,27,229.8,42.9,94.4,0.822,high
64,Bhubaneswar-Zone2,28,257.8,43.2,89.7,0.945,high
64,Bhubaneswar-Zone2,29,279.6,42.9,86.7,0.688,high
64,Bhubaneswar-Zone2,30,323.3,39.3,86.4,0.839,high
64,Bhubaneswar-Zone2,31,349.4,41.3,75.7,0.768,high
64,Bhubaneswar-Zone2,32,343.1,39.3,87.0,0.948,high
64,Bhubaneswar-Zone2,33,339.2,37.7,72.0,0.806,high
64,Bhubaneswar-Zone2,34,333.2,38.6,85.4,0.973,high
64,Bhubaneswar-Zone2,35,359.8,35.4,79.1,0.908,high
64,Bhubaneswar-Zone2,36,362.9,35.0,81.6,0.804,high
64,Bhubaneswar-Zone2,37,299.2,34.3,85.6,0.635,high
64,Bhubaneswar-Zone2,38,297.3,31.5,112.0,0.908,high
64,Bhubaneswar-Zone2,39,298.5,33.3,172.7,0.843,high
64,Bhubaneswar-Zone2,40,306.6,31.3,161.4,0.926,high
64,Bhubaneswar-Zone2,41,250.9,30.8,175.1,0.982,high
64,Bhubaneswar-Zone2,42,222.5,32.6,174.1,0.848,high
64,Bhubaneswar-Zone2,43,240.7,28.6,180.7,0.749,high
64,Bhubaneswar-Zone2,44,170.7,25.8,181.1,0.881,high
64,Bhubaneswar-Zone2,45,115.2,27.1,179.3,1.0,high
64,Bhubaneswar-Zone2,46,103.4,24.2,181.1,0.932,high
64,Bhubaneswar-Zone2,47,123.4,26.9,181.4,0.873,high
64,Bhubaneswar-Zone2,48,92.9,23.7,190.6,0.76,high
64,Bhubaneswar-Zone2,49,71.1,23.2,195.3,0.825,high
64,Bhubaneswar-Zone2,50,89.6,23.4,189.3,0.98,high
64,Bhubaneswar-Zone2,51,31.0,23.1,195.4,0.754,medium
64,Bhubaneswar-Zone2,52,3.2,17.6,200.0,0.676,low
65,Rourkela-Zone1,0,12.7,20.9,190.6,0.618,medium
65,Rourkela-Zone1,1,24.9,24.0,193.9,0.666,medium
65,Rourkela-Zone1,2,6.9,24.0,196.0,0.766,medium
65,Rourkela-Zone1,3,44.1,25.1,186.7,0.722,medium
65,Rourkela-Zone1,4,25.7,23.1,141.1,0.864,medium
65,Rourkela-Zone1,5,45.3,27.0,116.6,0.568,medium
65,Rourkela-Zone1,6,0.0,24.7,122.1,0.652,low
65,Rourkela-Zone1,7,13.6,28.2,101.6,0.596,low
65,Rourkela-Zone1,8,7.1,26.4,113.0,0.643,high
65,Rourkela-Zone1,9,42.5,29.2,118.1,0.651,medium
65,Rourkela-Zone1,10,4.4,32.2,114.0,0.787,low
65,Rourkela-Zone1,11,21.1,29.6,108.3,0.655,medium
65,Rourkela-Zone1,12,12.7,32.3,114.6,0.671,low
65,Rourkela-Zone1,13,30.3,35.3,104.7,0.601,medium
65,Rourkela-Zone1,14,11.6,36.0,119.1,0.498,low
65,Rourkela-Zone1,15,0.0,34.6,119.1,0.613,low
65,Rourkela-Zone1,16,8.5,36.6,116.0,0.819,low
65,Rourkela-Zone1,17,2.9,37.9,125.0,0.552,low
65,Rourkela-Zone1,18,19.5,39.1,114.0,0.66,medium
65,Rourkela-Zone1,19,16.4,41.1,111.6,0.83,medium
65,Rourkela-Zone1,20,59.8,40.2,117.1,0.513,high
65,Rourkela-Zone1,21,36.3,41.2,110.7,0.604,medium
65,Rourkela-Zone1,22,21.3,42.3,109.7,0.82,medium
65,Rourkela-Zone1,23,88.1,42.9,109.4,0.843,high
65,Rourkela-Zone1,24,118.1,43.9,107.7,0.76,high
65,Rourkela-Zone1,25,149.8,44.2,108.3,0.651,high
65,Rourkela-Zone1,26,149.3,42.9,99.3,0.744,high
65,Rourkela-Zone1,27,175.4,44.7,100.0,0.836,high
65,Rourkela-Zone1,28,191.7,40.9,96.9,0.687,high
65,Rourkela-Zone1,29,211.7,41.6,103.4,0.826,high
65,Rourkela-Zone1,30,223.5,41.2,94.6,1.0,high
65,Rourkela-Zone1,31,270.0,41.9,88.4,0.765,high
65,Rourkela-Zone1,32,262.3,41.3,93.0,0.739,high
65,Rourkela-Zone1,33,289.2,40.8,84.9,0.651,high
65,Rourkela-Zone1,34,271.3,38.8,90.9,0.564,high
65,Rourkela-Zone1,35,261.5,36.1,95.7,0.623,high
65,Rourkela-Zone1,36,265.7,34.2,99.6,0.742,high
65,Rourkela-Zone1,37,245.6,34.5,96.6,0.852,high
65,Rourkela-Zone1,38,252.5,34.9,100.7,0.53,high
65,Rourkela-Zone1,39,202.9,31.1,174.0,0.622,high
65,Rourkela-Zone1,40,262.6,29.5,162.4,0.903,high
65,Rourkela-Zone1,41,179.5,28.6,172.4,0.977,high
65,Rourkela-Zone1,42,143.8,27.3,183.1,0.756,high
65,Rourkela-Zone1,43,129.1,29.7,188.0,0.681,high
65,Rourkela-Zone1,44,104.7,25.8,177.6,0.736,high
65,Rourkela-Zone1,45,34.6,25.1,195.7,0.54,medium
65,Rourkela-Zone1,46,27.1,26.8,203.0,0.676,medium
65,Rourkela-Zone1,47,19.4,24.2,203.7,0.512,medium
65,Rourkela-Zone1,48,4.4,22.9,196.4,0.599,medium
65,Rourkela-Zone1,49,16.7,23.5,195.4,0.565,medium
65,Rourkela-Zone1,50,18.1,22.1,190.4,0.746,medium
65,Rourkela-Zone1,51,19.9,26.5,201.4,0.774,medium
65,Rourkela-Zone1,52,0.0,16.7,201.0,0.78,medium
66,Bhubaneswar-Zone2,0,108.4,21.1,189.9,0.539,high
66,Bhubaneswar-Zone2,1,66.7,23.3,193.3,0.708,low
66,Bhubaneswar-Zone2,2,91.1,21.0,196.0,0.596,high
66,Bhubaneswar-Zone2,3,88.0,23.2,190.6,0.708,high
66,Bhubaneswar-Zone2,4,72.7,23.2,136.9,0.498,high
66,Bhubaneswar-Zone2,5,70.9,23.7,114.6,0.781,high
66,Bhubaneswar-Zone2,6,57.1,25.3,117.9,0.616,high
66,Bhubaneswar-Zone2,7,97.0,27.2,108.0,0.531,high
66,Bhubaneswar-Zone2,8,46.4,29.7,118.6,0.748,medium
66,Bhubaneswar-Zone2,9,41.6,29.3,109.4,0.606,medium
66,Bhubaneswar-Zone2,10,89.7,31.0,125.9,0.662,high
66,Bhubaneswar-Zone2,11,48.2,31.0,113.4,0.4,medium
66,Bhubaneswar-Zone2,12,51.8,32.7,113.7,0.425,high
66,Bhubaneswar-Zone2,13,128.9,34.8,95.1,0.565,high
66,Bhubaneswar-Zone2,14,48.1,34.4,114.6,0.571,medium
66,Bhubaneswar-Zone2,15,83.4,36.8,106.0,0.715,high
66,Bhubaneswar-Zone2,16,85.1,37.7,110.0,0.457,high
66,Bhubaneswar-Zone2,17,79.0,37.4,102.9,0.758,high
66,Bhubaneswar-Zone2,18,104.4,39.9,105.0,0.715,high
66,Bhubaneswar-Zone2,19,111.3,41.9,103.0,0.311,high
66,Bhubaneswar-Zone2,20,72.2,41.6,115.3,0.729,high
66,Bhubaneswar-Zone2,21,49.8,41.0,114.1,0.478,medium
66,Bhubaneswar-Zone2,22,74.5,40.8,103.9,0.639,high
66,Bhubaneswar-Zone2,23,135.2,42.9,108.3,0.696,high
66,Bhubaneswar-Zone2,24,142.8,45.0,110.1,0.623,high
66,Bhubaneswar-Zone2,25,213.2,44.1,96.4,0.6,low
66,Bhubaneswar-Zone2,26,244.8,41.9,89.4,0.629,high
66,Bhubaneswar-Zone2,27,229.8,42.9,94.4,0.463,high
66,Bhubaneswar-Zone2,28,257.8,43.2,89.7,0.571,high
66,Bhubaneswar-Zone2,29,279.6,42.9,86.7,0.629,high
66,Bhubaneswar-Zone2,30,323.3,39.3,86.4,0.525,high
66,Bhubaneswar-Zone2,31,349.4,41.3,75.7,0.714,high
66,Bhubaneswar-Zone2,32,343.1,39.3,87.0,0.579,high
66,Bhubaneswar-Zone2,33,339.2,37.7,72.0,0.74,high
66,Bhubaneswar-Zone2,34,333.2,38.6,85.4,0.76,high
66,Bhubaneswar-Zone2,35,359.8,35.4,79.1,0.453,high
66,Bhubaneswar-Zone2,36,362.9,35.0,81.6,0.633,high
66,Bhubaneswar-Zone2,37,299.2,34.3,85.6,0.613,high
66,Bhubaneswar-Zone2,38,297.3,31.5,112.0,0.556,high
66,Bhubaneswar-Zone2,39,298.5,33.3,172.7,0.596,high
66,Bhubaneswar-Zone2,40,306.6,31.3,161.4,0.867,high
66,Bhubaneswar-Zone2,41,250.9,30.8,175.1,0.648,high
66,Bhubaneswar-Zone2,42,222.5,32.6,174.1,0.667,high
66,Bhubaneswar-Zone2,43,240.7,28.6,180.7,0.582,high
66,Bhubaneswar-Zone2,44,170.7,25.8,181.1,0.635,high
66,Bhubaneswar-Zone2,45,115.2,27.1,179.3,0.515,high
66,Bhubaneswar-Zone2,46,103.4,24.2,181.1,0.669,high
66,Bhubaneswar-Zone2,47,123.4,26.9,181.4,0.735,high
66,Bhubaneswar-Zone2,48,92.9,23.7,190.6,0.677,high
66,Bhubaneswar-Zone2,49,71.1,23.2,195.3,0.524,high
66,Bhubaneswar-Zone2,50,89.6,23.4,189.3,0.5,high
66,Bhubaneswar-Zone2,51,31.0,23.1,195.4,0.828,medium
66,Bhubaneswar-Zone2,52,3.2,17.6,200.0,0.728,medium
67,Bhubaneswar-Zone2,0,108.4,21.1,189.9,0.733,high
67,Bhubaneswar-Zone2,1,66.7,23.3,193.3,0.808,high
67,Bhubaneswar-Zone2,2,91.1,21.0,196.0,0.658,high
67,Bhubaneswar-Zone2,3,88.0,23.2,190.6,0.731,high
67,Bhubaneswar-Zone2,4,72.7,23.2,136.9,0.778,high
67,Bhubaneswar-Zone2,5,70.9,23.7,114.6,0.632,high
67,Bhubaneswar-Zone2,6,57.1,25.3,117.9,0.706,high
67,Bhubaneswar-Zone2,7,97.0,27.2,108.0,0.766,high
67,Bhubaneswar-Zone2,8,46.4,29.7,118.6,0.56,medium
67,Bhubaneswar-Zone2,9,41.6,29.3,109.4,0.623,medium
67,Bhubaneswar-Zone2,10,89.7,31.0,125.9,0.763,high
67,Bhubaneswar-Zone2,11,48.2,31.0,113.4,0.681,high
67,Bhubaneswar-Zone2,12,51.8,32.7,113.7,0.667,high
67,Bhubaneswar-Zone2,13,128.9,34.8,95.1,0.452,high
67,Bhubaneswar-Zone2,14,48.1,34.4,114.6,0.64,medium
67,Bhubaneswar-Zone2,15,83.4,36.8,106.0,0.752,high
67,Bhubaneswar-Zone2,16,85.1,37.7,110.0,0.459,high
67,Bhubaneswar-Zone2,17,79.0,37.4,102.9,0.745,high
67,Bhubaneswar-Zone2,18,104.4,39.9,105.0,0.794,low
67,Bhubaneswar-Zone2,19,111.3,41.9,103.0,0.607,high
67,Bhubaneswar-Zone2,20,72.2,41.6,115.3,0.578,high
67,Bhubaneswar-Zone2,21,49.8,41.0,114.1,0.707,medium
67,Bhubaneswar-Zone2,22,74.5,40.8,103.9,0.529,medium
67,Bhubaneswar-Zone2,23,135.2,42.9,108.3,0.734,high
67,Bhubaneswar-Zone2,24,142.8,45.0,110.1,0.748,high
67,Bhubaneswar-Zone2,25,213.2,44.1,96.4,0.712,high
67,Bhubaneswar-Zone2,26,244.8,41.9,89.4,0.668,high
67,Bhubaneswar-Zone2,27,229.8,42.9,94.4,0.521,high
67,Bhubaneswar-Zone2,28,257.8,43.2,89.7,0.579,high
67,Bhubaneswar-Zone2,29,279.6,42.9,86.7,0.598,high
67,Bhubaneswar-Zone2,30,323.3,39.3,86.4,0.601,high
67,Bhubaneswar-Zone2,31,349.4,41.3,75.7,0.74,high
67,Bhubaneswar-Zone2,32,343.1,39.3,87.0,0.728,high
67,Bhubaneswar-Zone2,33,339.2,37.7,72.0,0.709,high
67,Bhubaneswar-Zone2,34,333.2,38.6,85.4,0.625,high
67,Bhubaneswar-Zone2,35,359.8,35.4,79.1,0.413,high
67,Bhubaneswar-Zone2,36,362.9,35.0,81.6,0.587,high
67,Bhubaneswar-Zone2,37,299.2,34.3,85.6,0.775,high
67,Bhubaneswar-Zone2,38,297.3,31.5,112.0,0.847,medium
67,Bhubaneswar-Zone2,39,298.5,33.3,172.7,0.643,high
67,Bhubaneswar-Zone2,40,306.6,31.3,161.4,0.824,high
67,Bhubaneswar-Zone2,41,250.9,30.8,175.1,0.647,high
67,Bhubaneswar-Zone2,42,222.5,32.6,174.1,0.712,high
67,Bhubaneswar-Zone2,43,240.7,28.6,180.7,0.623,high
67,Bhubaneswar-Zone2,44,170.7,25.8,181.1,0.665,high
67,Bhubaneswar-Zone2,45,115.2,27.1,179.3,0.705,high
67,Bhubaneswar-Zone2,46,103.4,24.2,181.1,0.514,high
67,Bhubaneswar-Zone2,47,123.4,26.9,181.4,0.59,high
67,Bhubaneswar-Zone2,48,92.9,23.7,190.6,0.766,high
67,Bhubaneswar-Zone2,49,71.1,23.2,195.3,0.791,high
67,Bhubaneswar-Zone2,50,89.6,23.4,189.3,0.61,high
67,Bhubaneswar-Zone2,51,31.0,23.1,195.4,0.714,medium
67,Bhubaneswar-Zone2,52,3.2,17.6,200.0,0.758,low
68,Rourkela-Zone1,0,12.7,20.9,190.6,0.688,medium
68,Rourkela-Zone1,1,24.9,24.0,193.9,0.702,medium
68,Rourkela-Zone1,2,6.9,24.0,196.0,0.503,medium
68,Rourkela-Zone1,3,44.1,25.1,186.7,0.842,medium
68,Rourkela-Zone1,4,25.7,23.1,141.1,0.646,medium
68,Rourkela-Zone1,5,45.3,27.0,116.6,0.724,medium
68,Rourkela-Zone1,6,0.0,24.7,122.1,0.874,low
68,Rourkela-Zone1,7,13.6,28.2,101.6,0.869,low
