zone,day,rainfallMm,temperatureC,aqi
Bhubaneswar-Zone2,171,20.0,45.0,125
Bhubaneswar-Zone2,172,20.9,38.7,100
Bhubaneswar-Zone2,173,24.4,40.3,105
Bhubaneswar-Zone2,174,24.2,43.0,105
Bhubaneswar-Zone2,175,26.2,44.0,97
Bhubaneswar-Zone2,176,30.9,44.1,107
Bhubaneswar-Zone2,177,33.3,42.4,105
Bhubaneswar-Zone2,178,30.7,42.0,69
Bhubaneswar-Zone2,179,46.1,41.2,103
Bhubaneswar-Zone2,180,21.9,41.6,78
Bhubaneswar-Zone2,181,24.1,38.9,116
Bhubaneswar-Zone2,182,23.0,38.4,119
Bhubaneswar-Zone2,183,31.9,40.0,78
Bhubaneswar-Zone2,184,42.4,39.6,80
Bhubaneswar-Zone2,185,26.9,39.1,82
Bhubaneswar-Zone2,186,46.2,41.4,80
Bhubaneswar-Zone2,187,26.3,41.9,94
Bhubaneswar-Zone2,188,48.1,40.1,93
Bhubaneswar-Zone2,189,30.3,42.9,115
Bhubaneswar-Zone2,190,28.3,37.6,118
Bhubaneswar-Zone2,191,33.3,39.5,85
Bhubaneswar-Zone2,192,30.8,38.4,92
Bhubaneswar-Zone2,193,31.7,36.1,69
Bhubaneswar-Zone2,194,32.4,39.6,82
Bhubaneswar-Zone2,195,43.0,39.5,100
Bhubaneswar-Zone2,196,36.7,42.7,115
Bhubaneswar-Zone2,197,33.9,40.9,74
Bhubaneswar-Zone2,198,39.0,37.5,80
Bhubaneswar-Zone2,199,42.0,43.2,86
Bhubaneswar-Zone2,200,34.9,41.9,96
Bhubaneswar-Zone2,201,37.0,40.6,78
Bhubaneswar-Zone2,202,34.3,38.9,99
Bhubaneswar-Zone2,203,35.2,37.4,85
Bhubaneswar-Zone2,204,43.2,38.5,85
Bhubaneswar-Zone2,205,36.1,41.4,99
Bhubaneswar-Zone2,206,40.8,42.9,87
Bhubaneswar-Zone2,207,45.1,42.1,77
Bhubaneswar-Zone2,208,36.5,38.0,89
Bhubaneswar-Zone2,209,42.7,36.6,85
Bhubaneswar-Zone2,210,38.7,39.1,83
Bhubaneswar-Zone2,211,63.1,35.2,66
Bhubaneswar-Zone2,212,42.3,39.3,110
Bhubaneswar-Zone2,213,50.5,38.2,88
Bhubaneswar-Zone2,214,44.1,37.5,80
Bhubaneswar-Zone2,215,38.3,35.2,100
Bhubaneswar-Zone2,216,46.3,39.3,78
Bhubaneswar-Zone2,217,62.8,37.1,87
Bhubaneswar-Zone2,218,46.2,35.7,89
Bhubaneswar-Zone2,219,52.8,32.2,76
Bhubaneswar-Zone2,220,56.6,37.8,81
Bhubaneswar-Zone2,221,41.7,41.3,63
Bhubaneswar-Zone2,222,41.7,41.0,70
Bhubaneswar-Zone2,223,47.6,36.6,64
Bhubaneswar-Zone2,224,44.5,36.2,87
Bhubaneswar-Zone2,225,55.1,38.2,102
Bhubaneswar-Zone2,226,59.1,35.2,106
Bhubaneswar-Zone2,227,44.3,37.7,94
Bhubaneswar-Zone2,228,43.1,38.5,93
Bhubaneswar-Zone2,229,53.2,39.3,50
Bhubaneswar-Zone2,230,43.8,36.5,77
Bhubaneswar-Zone2,231,55.2,36.1,64
Bhubaneswar-Zone2,232,45.9,34.7,74
Bhubaneswar-Zone2,233,50.4,34.6,77
Bhubaneswar-Zone2,234,42.5,35.7,79
Bhubaneswar-Zone2,235,49.6,36.8,51
Bhubaneswar-Zone2,236,46.6,37.7,94
Bhubaneswar-Zone2,237,49.0,34.1,65
Bhubaneswar-Zone2,238,43.4,38.6,89
Bhubaneswar-Zone2,239,52.7,34.9,109
Bhubaneswar-Zone2,240,57.9,35.3,60
Bhubaneswar-Zone2,241,44.0,33.7,47
Bhubaneswar-Zone2,242,42.8,30.2,81
Bhubaneswar-Zone2,243,42.2,36.6,103
Bhubaneswar-Zone2,244,50.2,36.2,109
Bhubaneswar-Zone2,245,49.4,34.0,62
Bhubaneswar-Zone2,246,48.2,34.5,89
Bhubaneswar-Zone2,247,43.9,35.3,78
Bhubaneswar-Zone2,248,45.7,31.0,82
Bhubaneswar-Zone2,249,48.9,32.9,121
Bhubaneswar-Zone2,250,47.0,35.4,60
Bhubaneswar-Zone2,251,76.7,31.1,62
Bhubaneswar-Zone2,252,42.5,34.0,93
Bhubaneswar-Zone2,253,50.7,30.6,96
Bhubaneswar-Zone2,254,45.2,34.1,85
Bhubaneswar-Zone2,255,45.4,32.9,88
Bhubaneswar-Zone2,256,50.8,29.6,73
Bhubaneswar-Zone2,257,50.0,35.0,84
Bhubaneswar-Zone2,258,78.3,31.0,52
Bhubaneswar-Zone2,259,41.2,30.7,96
Bhubaneswar-Zone2,260,40.8,32.5,82
Bhubaneswar-Zone2,261,50.0,34.3,86
Bhubaneswar-Zone2,262,46.4,29.8,82
Bhubaneswar-Zone2,263,41.8,31.8,103
Bhubaneswar-Zone2,264,39.6,32.3,88
Bhubaneswar-Zone2,265,39.4,32.7,62
Bhubaneswar-Zone2,266,56.4,31.5,94
Bhubaneswar-Zone2,267,39.8,30.2,75
Bhubaneswar-Zone2,268,41.0,29.1,77
Bhubaneswar-Zone2,269,39.6,30.8,79
Bhubaneswar-Zone2,270,40.7,28.3,108
Bhubaneswar-Zone2,271,37.4,24.4,138
Bhubaneswar-Zone2,272,42.4,31.0,213
Bhubaneswar-Zone2,273,36.7,31.7,186
Bhubaneswar-Zone2,274,48.7,25.0,164
Bhubaneswar-Zone2,275,37.6,27.6,169
Bhubaneswar-Zone2,276,41.3,30.6,171
Bhubaneswar-Zone2,277,51.6,33.3,167
Bhubaneswar-Zone2,278,42.7,29.1,176
Bhubaneswar-Zone2,279,39.9,27.4,176
Bhubaneswar-Zone2,280,36.6,28.3,172
Bhubaneswar-Zone2,281,36.2,31.3,168
Bhubaneswar-Zone2,282,41.4,27.1,165
Bhubaneswar-Zone2,283,73.2,26.6,138
Bhubaneswar-Zone2,284,40.3,27.1,185
Bhubaneswar-Zone2,285,37.7,26.0,179
Bhubaneswar-Zone2,286,41.2,27.9,123
Bhubaneswar-Zone2,287,35.2,30.8,182
Bhubaneswar-Zone2,288,30.2,28.0,179
Bhubaneswar-Zone2,289,35.8,26.7,171
Bhubaneswar-Zone2,290,54.0,26.4,151
Bhubaneswar-Zone2,291,29.7,23.7,193
Bhubaneswar-Zone2,292,37.1,28.5,185
Bhubaneswar-Zone2,293,28.9,26.4,165
Bhubaneswar-Zone2,294,32.8,26.0,180
Bhubaneswar-Zone2,295,26.9,32.6,164
Bhubaneswar-Zone2,296,30.3,26.7,155
Bhubaneswar-Zone2,297,36.2,24.4,162
Bhubaneswar-Zone2,298,27.8,24.9,191
Bhubaneswar-Zone2,299,32.6,27.9,188
Bhubaneswar-Zone2,300,35.9,25.7,179
Bhubaneswar-Zone2,301,43.6,22.4,176
Bhubaneswar-Zone2,302,24.2,27.0,188
Bhubaneswar-Zone2,303,25.5,23.7,170
Bhubaneswar-Zone2,304,22.2,28.6,189
Bhubaneswar-Zone2,305,59.4,26.9,165
Bhubaneswar-Zone2,306,40.6,23.7,179
Bhubaneswar-Zone2,307,25.2,27.0,198
Bhubaneswar-Zone2,308,33.1,24.4,184
Bhubaneswar-Zone2,309,23.6,25.8,186
Bhubaneswar-Zone2,310,24.9,25.0,196
Bhubaneswar-Zone2,311,17.2,22.2,186
Bhubaneswar-Zone2,312,27.1,22.4,165
Bhubaneswar-Zone2,313,16.3,25.6,185
Bhubaneswar-Zone2,314,28.5,22.8,166
Bhubaneswar-Zone2,315,26.1,22.5,169
Bhubaneswar-Zone2,316,23.1,21.3,179
Bhubaneswar-Zone2,317,12.8,23.9,178
Bhubaneswar-Zone2,318,14.8,27.1,184
Bhubaneswar-Zone2,319,13.7,20.7,161
Bhubaneswar-Zone2,320,14.1,22.8,192
Bhubaneswar-Zone2,321,10.6,25.4,192
Bhubaneswar-Zone2,322,31.3,22.3,163
Bhubaneswar-Zone2,323,15.0,23.3,198
Bhubaneswar-Zone2,324,10.7,20.1,205
Bhubaneswar-Zone2,325,11.2,23.0,167
Bhubaneswar-Zone2,326,11.2,21.7,180
Bhubaneswar-Zone2,327,13.1,23.9,178
Bhubaneswar-Zone2,328,10.9,24.2,177
Bhubaneswar-Zone2,329,24.6,26.9,193
Bhubaneswar-Zone2,330,9.2,22.8,190
Bhubaneswar-Zone2,331,41.8,22.2,163
Bhubaneswar-Zone2,332,17.6,21.8,156
Bhubaneswar-Zone2,333,3.9,20.7,206
Bhubaneswar-Zone2,334,23.3,22.0,163
Bhubaneswar-Zone2,335,3.0,20.6,199
Bhubaneswar-Zone2,336,15.6,21.5,192
Bhubaneswar-Zone2,337,5.8,23.7,216
Bhubaneswar-Zone2,338,18.8,19.0,165
Bhubaneswar-Zone2,339,18.2,23.2,140
Bhubaneswar-Zone2,340,15.1,23.5,191
Bhubaneswar-Zone2,341,14.5,20.5,215
Bhubaneswar-Zone2,342,4.9,16.4,215
Bhubaneswar-Zone2,343,2.7,19.4,201
Bhubaneswar-Zone2,344,6.1,23.2,188
Bhubaneswar-Zone2,345,3.5,20.5,209
Bhubaneswar-Zone2,346,11.5,18.5,176
Bhubaneswar-Zone2,347,5.4,19.4,203
Bhubaneswar-Zone2,348,31.7,22.0,182
Bhubaneswar-Zone2,349,10.2,21.4,208
Bhubaneswar-Zone2,350,15.8,19.8,229
Bhubaneswar-Zone2,351,3.1,19.5,203
Bhubaneswar-Zone2,352,17.8,19.4,178
Bhubaneswar-Zone2,353,22.5,18.3,182
Bhubaneswar-Zone2,354,7.3,23.4,168
Bhubaneswar-Zone2,355,9.5,19.5,182
Bhubaneswar-Zone2,356,13.6,22.5,183
Bhubaneswar-Zone2,357,3.5,23.1,189
Bhubaneswar-Zone2,358,7.6,22.0,196
Bhubaneswar-Zone2,359,6.1,19.2,183
Bhubaneswar-Zone2,360,3.3,20.8,214
Bhubaneswar-Zone2,361,5.7,20.0,195
Bhubaneswar-Zone2,362,2.6,18.2,198
Bhubaneswar-Zone2,363,2.2,20.6,193
Bhubaneswar-Zone2,364,3.2,17.6,200
Cuttack-Zone1,0,11.6,19.9,182
Cuttack-Zone1,1,0.0,20.9,211
Cuttack-Zone1,2,0.0,21.6,202
Cuttack-Zone1,3,7.8,18.0,191
Cuttack-Zone1,4,0.0,20.4,208
Cuttack-Zone1,5,0.0,22.7,178
Cuttack-Zone1,6,0.6,23.7,202
Cuttack-Zone1,7,0.0,20.2,217
Cuttack-Zone1,8,11.8,19.7,199
Cuttack-Zone1,9,0.0,20.7,210
Cuttack-Zone1,10,9.4,20.7,216
Cuttack-Zone1,11,14.8,23.0,187
Cuttack-Zone1,12,1.6,18.3,189
Cuttack-Zone1,13,16.3,19.7,205
Cuttack-Zone1,14,0.8,18.1,217
Cuttack-Zone1,15,23.6,18.4,189
Cuttack-Zone1,16,0.0,21.2,198
Cuttack-Zone1,17,6.3,22.1,195
Cuttack-Zone1,18,2.4,19.2,179
Cuttack-Zone1,19,0.9,22.1,216
Cuttack-Zone1,20,5.0,22.9,212
Cuttack-Zone1,21,6.7,24.6,175
Cuttack-Zone1,22,0.0,20.9,213
Cuttack-Zone1,23,0.0,19.6,206
Cuttack-Zone1,24,7.0,18.9,179
Cuttack-Zone1,25,5.8,18.8,177
Cuttack-Zone1,26,24.1,23.6,186
Cuttack-Zone1,27,8.5,18.1,187
Cuttack-Zone1,28,21.1,23.7,210
Cuttack-Zone1,29,6.7,19.6,209
Cuttack-Zone1,30,0.0,20.0,127
Cuttack-Zone1,31,0.0,21.2,128
Cuttack-Zone1,32,9.2,20.2,133
Cuttack-Zone1,33,5.3,23.6,128
Cuttack-Zone1,34,0.0,25.4,127
Cuttack-Zone1,35,0.6,20.6,105
Cuttack-Zone1,36,22.1,21.1,148
Cuttack-Zone1,37,2.6,21.8,101
Cuttack-Zone1,38,1.5,23.3,114
Cuttack-Zone1,39,1.9,22.0,94
Cuttack-Zone1,40,0.0,25.2,128
Cuttack-Zone1,41,0.7,24.8,122
Cuttack-Zone1,42,0.7,20.3,131
Cuttack-Zone1,43,0.0,23.8,94
Cuttack-Zone1,44,8.7,25.9,130
Cuttack-Zone1,45,1.3,22.0,107
Cuttack-Zone1,46,10.8,22.5,109
Cuttack-Zone1,47,12.2,22.2,124
Cuttack-Zone1,48,0.0,22.4,124
Cuttack-Zone1,49,5.6,20.2,121
Cuttack-Zone1,50,2.1,21.0,130
Cuttack-Zone1,51,14.0,23.9,115
Cuttack-Zone1,52,0.0,26.9,115
Cuttack-Zone1,53,6.1,22.8,113
Cuttack-Zone1,54,4.5,22.9,120
Cuttack-Zone1,55,0.0,27.7,107
Cuttack-Zone1,56,0.0,22.3,135
Cuttack-Zone1,57,5.4,21.3,120
Cuttack-Zone1,58,7.7,23.1,115
Cuttack-Zone1,59,0.0,23.6,138
Cuttack-Zone1,60,5.3,21.6,114
Cuttack-Zone1,61,1.0,25.0,116
Cuttack-Zone1,62,7.0,27.3,107
Cuttack-Zone1,63,0.0,22.9,125
Cuttack-Zone1,64,14.7,25.8,113
Cuttack-Zone1,65,0.0,26.6,110
Cuttack-Zone1,66,0.7,25.8,117
Cuttack-Zone1,67,0.0,26.5,110
Cuttack-Zone1,68,0.0,26.7,109
Cuttack-Zone1,69,2.8,24.8,92
Cuttack-Zone1,70,0.0,29.6,117
Cuttack-Zone1,71,11.4,29.3,85
Cuttack-Zone1,72,0.0,29.3,113
Cuttack-Zone1,73,0.8,29.1,110
Cuttack-Zone1,74,0.3,24.1,136
Cuttack-Zone1,75,0.0,29.3,105
Cuttack-Zone1,76,0.0,28.9,109
Cuttack-Zone1,77,1.3,24.7,113
Cuttack-Zone1,78,2.4,27.5,109
Cuttack-Zone1,79,1.1,28.7,140
Cuttack-Zone1,80,3.1,31.6,100
Cuttack-Zone1,81,4.2,29.9,111
Cuttack-Zone1,82,0.0,26.9,125
Cuttack-Zone1,83,2.0,32.2,132
Cuttack-Zone1,84,23.5,29.1,96
Cuttack-Zone1,85,2.9,28.6,89
Cuttack-Zone1,86,6.1,28.7,113
Cuttack-Zone1,87,0.0,26.2,140
Cuttack-Zone1,88,8.9,29.4,117
Cuttack-Zone1,89,8.9,30.8,116
Cuttack-Zone1,90,2.9,29.2,102
Cuttack-Zone1,91,26.8,31.0,81
Cuttack-Zone1,92,0.0,28.6,120
Cuttack-Zone1,93,0.0,30.2,99
Cuttack-Zone1,94,8.8,31.3,125
Cuttack-Zone1,95,10.2,31.2,99
Cuttack-Zone1,96,0.0,27.8,120
Cuttack-Zone1,97,0.0,30.3,92
Cuttack-Zone1,98,0.0,34.7,114
Cuttack-Zone1,99,0.0,30.6,102
Cuttack-Zone1,100,8.9,31.7,78
Cuttack-Zone1,101,2.8,31.7,126
Cuttack-Zone1,102,0.4,35.2,144
Cuttack-Zone1,103,0.7,34.8,136
Cuttack-Zone1,104,0.0,34.0,130
Cuttack-Zone1,105,0.0,30.6,114
Cuttack-Zone1,106,5.3,33.4,128
Cuttack-Zone1,107,26.3,34.0,117
Cuttack-Zone1,108,12.0,31.7,112
Cuttack-Zone1,109,0.0,31.5,102
Cuttack-Zone1,110,15.3,36.8,100
Cuttack-Zone1,111,9.2,32.9,138
Cuttack-Zone1,112,9.1,36.9,112
Cuttack-Zone1,113,1.9,35.9,69
Cuttack-Zone1,114,1.1,34.8,97
Cuttack-Zone1,115,0.0,35.1,114
Cuttack-Zone1,116,0.0,31.5,136
Cuttack-Zone1,117,0.0,34.9,116
Cuttack-Zone1,118,0.0,37.5,136
Cuttack-Zone1,119,2.3,36.2,110
Cuttack-Zone1,120,8.0,35.2,84
Cuttack-Zone1,121,2.1,38.5,111
Cuttack-Zone1,122,0.0,34.9,125
Cuttack-Zone1,123,22.3,34.1,106
Cuttack-Zone1,124,19.9,35.8,85
Cuttack-Zone1,125,9.3,37.2,107
Cuttack-Zone1,126,35.0,32.4,132
Cuttack-Zone1,127,3.3,36.5,99
Cuttack-Zone1,128,23.3,37.7,111
Cuttack-Zone1,129,0.0,35.7,89
Cuttack-Zone1,130,0.6,38.6,132
Cuttack-Zone1,131,0.0,37.8,107
Cuttack-Zone1,132,0.0,40.9,126
Cuttack-Zone1,133,0.0,35.2,101
Cuttack-Zone1,134,4.8,38.5,121
Cuttack-Zone1,135,9.2,35.0,99
Cuttack-Zone1,136,3.9,33.9,106
Cuttack-Zone1,137,0.0,33.2,127
Cuttack-Zone1,138,10.3,38.4,105
Cuttack-Zone1,139,5.1,37.8,122
Cuttack-Zone1,140,0.9,36.6,116
Cuttack-Zone1,141,6.0,34.1,116
Cuttack-Zone1,142,0.0,36.4,127
Cuttack-Zone1,143,0.4,37.9,114
Cuttack-Zone1,144,17.0,39.6,91
Cuttack-Zone1,145,0.0,38.1,112
Cuttack-Zone1,146,2.1,38.7,136
Cuttack-Zone1,147,14.7,37.6,110
Cuttack-Zone1,148,6.8,41.9,102
Cuttack-Zone1,149,0.0,36.5,126
Cuttack-Zone1,150,0.0,37.2,127
Cuttack-Zone1,151,0.0,37.7,128
Cuttack-Zone1,152,6.4,39.8,100
Cuttack-Zone1,153,3.8,36.8,107
Cuttack-Zone1,154,0.9,39.2,109
Cuttack-Zone1,155,25.8,39.3,94
Cuttack-Zone1,156,7.2,37.7,122
Cuttack-Zone1,157,4.0,39.8,121
Cuttack-Zone1,158,8.0,37.2,119
Cuttack-Zone1,159,12.3,37.0,130
Cuttack-Zone1,160,4.5,39.5,127
Cuttack-Zone1,161,7.1,36.1,112
Cuttack-Zone1,162,18.4,35.2,88
Cuttack-Zone1,163,10.8,40.6,101
Cuttack-Zone1,164,12.9,41.7,106
Cuttack-Zone1,165,11.8,38.7,123
Cuttack-Zone1,166,8.2,38.3,113
Cuttack-Zone1,167,10.0,41.7,102
Cuttack-Zone1,168,13.9,37.4,98
Cuttack-Zone1,169,11.7,37.1,110
Cuttack-Zone1,170,10.9,41.2,125
Cuttack-Zone1,171,26.0,39.9,123
Cuttack-Zone1,172,43.6,42.0,82
Cuttack-Zone1,173,25.0,35.6,99
Cuttack-Zone1,174,28.4,37.1,79
Cuttack-Zone1,175,15.9,40.0,136
Cuttack-Zone1,176,40.2,40.8,67
Cuttack-Zone1,177,16.7,41.7,124
Cuttack-Zone1,178,39.7,40.3,83
Cuttack-Zone1,179,58.3,40.3,64
Cuttack-Zone1,180,26.7,39.2,82
Cuttack-Zone1,181,49.1,43.2,117
Cuttack-Zone1,182,24.7,37.8,104
Cuttack-Zone1,183,20.9,40.7,104
Cuttack-Zone1,184,23.7,38.0,114
Cuttack-Zone1,185,26.9,41.0,89
Cuttack-Zone1,186,20.8,37.9,103
Cuttack-Zone1,187,28.6,41.4,98
Cuttack-Zone1,188,53.1,40.2,70
Cuttack-Zone1,189,23.6,43.4,119
Cuttack-Zone1,190,35.0,39.3,89
Cuttack-Zone1,191,42.0,40.7,63
Cuttack-Zone1,192,46.5,38.3,78
Cuttack-Zone1,193,49.8,39.2,84
Cuttack-Zone1,194,30.4,40.0,82
Cuttack-Zone1,195,55.3,36.7,64
Cuttack-Zone1,196,36.8,36.8,82
Cuttack-Zone1,197,27.4,40.8,116
Cuttack-Zone1,198,31.6,39.3,87
Cuttack-Zone1,199,37.0,38.4,112
Cuttack-Zone1,200,29.6,38.0,87
Cuttack-Zone1,201,36.0,38.0,96
Cuttack-Zone1,202,37.0,39.6,84
Cuttack-Zone1,203,30.1,40.2,107
Cuttack-Zone1,204,35.7,35.1,75
Cuttack-Zone1,205,41.3,42.0,98
Cuttack-Zone1,206,35.4,41.8,93
Cuttack-Zone1,207,30.3,34.4,86
Cuttack-Zone1,208,30.7,41.1,93
Cuttack-Zone1,209,34.5,41.0,115
Cuttack-Zone1,210,52.2,38.8,80
Cuttack-Zone1,211,33.8,36.1,82
Cuttack-Zone1,212,40.1,40.7,70
Cuttack-Zone1,213,34.4,38.1,100
Cuttack-Zone1,214,35.8,39.6,94
Cuttack-Zone1,215,48.1,42.8,92
Cuttack-Zone1,216,43.7,38.8,63
Cuttack-Zone1,217,34.4,36.3,75
Cuttack-Zone1,218,38.3,37.4,107
Cuttack-Zone1,219,34.3,36.4,97
Cuttack-Zone1,220,39.6,38.7,96
Cuttack-Zone1,221,43.3,36.1,71
Cuttack-Zone1,222,35.8,36.7,77
Cuttack-Zone1,223,37.8,35.0,105
Cuttack-Zone1,224,39.3,37.1,104
Cuttack-Zone1,225,55.6,37.6,59
Cuttack-Zone1,226,75.6,31.8,40
Cuttack-Zone1,227,36.2,37.6,89
Cuttack-Zone1,228,47.4,36.8,70
Cuttack-Zone1,229,39.8,35.3,76
Cuttack-Zone1,230,40.2,40.7,69
Cuttack-Zone1,231,47.6,38.5,75
Cuttack-Zone1,232,56.5,34.2,57
Cuttack-Zone1,233,60.7,38.0,55
Cuttack-Zone1,234,43.6,38.6,90
Cuttack-Zone1,235,40.3,36.3,87
Cuttack-Zone1,236,49.2,36.6,88
Cuttack-Zone1,237,39.2,36.4,64
Cuttack-Zone1,238,43.6,31.4,85
Cuttack-Zone1,239,40.5,35.1,119
Cuttack-Zone1,240,45.5,34.8,78
Cuttack-Zone1,241,39.2,38.0,101
Cuttack-Zone1,242,38.7,35.7,101
Cuttack-Zone1,243,57.0,34.3,87
Cuttack-Zone1,244,37.8,34.5,92
Cuttack-Zone1,245,42.6,36.6,94
Cuttack-Zone1,246,38.9,34.0,99
Cuttack-Zone1,247,37.1,32.9,100
Cuttack-Zone1,248,37.0,33.5,74
Cuttack-Zone1,249,38.2,35.8,64
Cuttack-Zone1,250,52.7,34.8,55
Cuttack-Zone1,251,39.1,33.7,85
Cuttack-Zone1,252,60.4,33.8,81
Cuttack-Zone1,253,43.2,32.2,69
Cuttack-Zone1,254,40.6,32.7,101
Cuttack-Zone1,255,42.8,31.6,78
Cuttack-Zone1,256,41.5,32.2,79
Cuttack-Zone1,257,46.9,35.3,70
Cuttack-Zone1,258,38.0,30.3,61
Cuttack-Zone1,259,38.6,30.9,93
Cuttack-Zone1,260,52.9,29.6,103
Cuttack-Zone1,261,58.1,29.0,73
Cuttack-Zone1,262,52.3,31.4,50
Cuttack-Zone1,263,38.6,30.4,101
Cuttack-Zone1,264,46.1,35.0,59
Cuttack-Zone1,265,38.9,30.7,71
Cuttack-Zone1,266,38.9,33.7,85
Cuttack-Zone1,267,35.0,32.9,94
Cuttack-Zone1,268,40.0,30.4,73
Cuttack-Zone1,269,34.2,34.8,89
Cuttack-Zone1,270,35.4,31.0,102
Cuttack-Zone1,271,47.3,33.3,175
Cuttack-Zone1,272,33.4,32.9,192
Cuttack-Zone1,273,31.8,30.7,203
Cuttack-Zone1,274,31.4,31.2,187
Cuttack-Zone1,275,53.0,30.8,154
Cuttack-Zone1,276,35.7,27.1,184
Cuttack-Zone1,277,33.9,29.3,180
Cuttack-Zone1,278,42.6,31.2,174
Cuttack-Zone1,279,43.3,31.9,168
Cuttack-Zone1,280,31.7,27.3,161
Cuttack-Zone1,281,37.5,29.6,155
Cuttack-Zone1,282,39.4,28.7,167
Cuttack-Zone1,283,35.6,28.0,174
Cuttack-Zone1,284,28.0,28.7,167
Cuttack-Zone1,285,42.9,28.3,172
Cuttack-Zone1,286,31.9,28.8,206
Cuttack-Zone1,287,27.9,30.4,152
Cuttack-Zone1,288,29.2,28.9,185
Cuttack-Zone1,289,24.5,27.8,179
Cuttack-Zone1,290,24.8,30.8,187
Cuttack-Zone1,291,34.8,29.1,166
Cuttack-Zone1,292,22.7,26.5,180
Cuttack-Zone1,293,26.5,24.1,181
Cuttack-Zone1,294,27.5,24.4,173
Cuttack-Zone1,295,21.5,28.1,160
Cuttack-Zone1,296,49.4,24.8,157
Cuttack-Zone1,297,22.0,23.9,161
Cuttack-Zone1,298,22.3,24.2,192
Cuttack-Zone1,299,21.7,24.2,155
Cuttack-Zone1,300,20.3,27.1,199
Cuttack-Zone1,301,17.7,25.0,192
Cuttack-Zone1,302,27.5,22.4,184
Cuttack-Zone1,303,43.7,25.0,133
Cuttack-Zone1,304,17.9,25.3,181
Cuttack-Zone1,305,23.9,23.7,198
Cuttack-Zone1,306,25.5,26.9,172
Cuttack-Zone1,307,29.1,23.6,161
Cuttack-Zone1,308,17.8,26.5,176
Cuttack-Zone1,309,15.6,25.3,186
Cuttack-Zone1,310,15.3,25.8,175
Cuttack-Zone1,311,21.4,21.7,201
Cuttack-Zone1,312,24.4,23.9,180
Cuttack-Zone1,313,11.8,23.5,182
Cuttack-Zone1,314,13.2,20.6,170
Cuttack-Zone1,315,27.4,25.5,185
Cuttack-Zone1,316,21.4,21.6,190
Cuttack-Zone1,317,41.1,21.8,155
Cuttack-Zone1,318,18.1,20.9,152
Cuttack-Zone1,319,10.2,24.2,198
Cuttack-Zone1,320,12.7,19.7,187
Cuttack-Zone1,321,13.5,23.8,194
Cuttack-Zone1,322,4.8,24.6,225
Cuttack-Zone1,323,9.8,23.4,192
Cuttack-Zone1,324,12.7,23.7,182
Cuttack-Zone1,325,3.6,23.7,180
Cuttack-Zone1,326,13.6,20.1,184
Cuttack-Zone1,327,7.8,24.8,196
Cuttack-Zone1,328,24.4,20.9,181
Cuttack-Zone1,329,0.0,21.6,226
Cuttack-Zone1,330,1.2,21.0,207
Cuttack-Zone1,331,5.4,22.5,194
Cuttack-Zone1,332,0.2,20.4,189
Cuttack-Zone1,333,7.0,21.5,198
Cuttack-Zone1,334,8.4,18.8,180
Cuttack-Zone1,335,0.0,23.5,203
Cuttack-Zone1,336,2.8,22.5,205
Cuttack-Zone1,337,2.7,20.5,195
Cuttack-Zone1,338,0.7,20.0,190
Cuttack-Zone1,339,18.6,22.2,152
Cuttack-Zone1,340,11.1,19.4,208
Cuttack-Zone1,341,6.6,21.0,201
Cuttack-Zone1,342,7.0,23.0,201
Cuttack-Zone1,343,2.0,19.0,175
Cuttack-Zone1,344,17.3,21.3,207
Cuttack-Zone1,345,6.5,21.1,188
Cuttack-Zone1,346,7.4,20.3,190
Cuttack-Zone1,347,12.8,19.4,174
Cuttack-Zone1,348,0.0,22.8,173
Cuttack-Zone1,349,10.2,19.1,209
Cuttack-Zone1,350,0.0,16.7,219
Cuttack-Zone1,351,0.4,21.5,197
Cuttack-Zone1,352,0.3,17.8,190
Cuttack-Zone1,353,27.7,21.6,172
Cuttack-Zone1,354,12.5,22.8,185
Cuttack-Zone1,355,6.7,21.4,177
Cuttack-Zone1,356,7.4,22.2,190
Cuttack-Zone1,357,3.6,24.1,199
Cuttack-Zone1,358,20.5,22.0,199
Cuttack-Zone1,359,2.5,20.7,198
Cuttack-Zone1,360,0.8,23.3,176
Cuttack-Zone1,361,0.0,23.5,205
Cuttack-Zone1,362,9.3,23.5,189
Cuttack-Zone1,363,7.6,19.0,214
Cuttack-Zone1,364,0.9,17.3,221
Rourkela-Zone1,0,0.0,20.9,173
Rourkela-Zone1,1,3.2,18.0,188
Rourkela-Zone1,2,0.0,17.7,209
Rourkela-Zone1,3,1.1,16.7,207
Rourkela-Zone1,4,0.0,16.5,216
Rourkela-Zone1,5,2.5,17.3,180
Rourkela-Zone1,6,5.9,18.7,161
Rourkela-Zone1,7,0.0,24.0,213
Rourkela-Zone1,8,6.3,19.1,183
Rourkela-Zone1,9,0.0,20.5,170
Rourkela-Zone1,10,6.9,21.0,197
Rourkela-Zone1,11,0.0,20.5,212
Rourkela-Zone1,12,0.0,20.1,198
Rourkela-Zone1,13,11.7,17.9,184
Rourkela-Zone1,14,0.0,23.2,198
Rourkela-Zone1,15,6.9,24.0,189
Rourkela-Zone1,16,0.0,17.1,180
Rourkela-Zone1,17,0.0,18.4,189
Rourkela-Zone1,18,0.0,20.0,208
Rourkela-Zone1,19,0.0,18.7,205
Rourkela-Zone1,20,0.0,21.7,203
Rourkela-Zone1,21,0.0,19.3,185
Rourkela-Zone1,22,0.0,25.1,197
